timestamp_iso,elapsed_s,locust_users,locust_rps,locust_failures_per_s,locust_p50_ms,locust_p95_ms,hpa_analyzer_target_cpu_pct,hpa_analyzer_current_cpu_pct,hpa_ui_target_cpu_pct,hpa_ui_current_cpu_pct,analyzer_replicas,ui_replicas,analyzer_pending_pods,ui_pending_pods,analyzer_pod_cpu_mcores_sum,ui_pod_cpu_mcores_sum,node_cpu_pct,node_memory_pct
2026-06-21T23:46:16+00:00,0.0,15,0,0,0,0,70,1,80,8,2,1,0,0,8.0,8.0,1.1,7.1
2026-06-21T23:46:23+00:00,6.7,6,2.0,0.0,65.0,95.0,70,1,80,8,2,1,0,0,8.0,8.0,1.1,7.1
2026-06-21T23:46:30+00:00,13.5,15,4.88,0.0,57.0,110.0,70,2,80,8,2,1,0,0,21.0,8.0,1.3,7.1
2026-06-21T23:46:36+00:00,20.4,15,8.3,0.0,56.0,95.0,70,2,80,8,2,1,0,0,21.0,8.0,1.3,7.1
2026-06-21T23:46:43+00:00,27.1,15,8.7,0.0,56.0,86.0,70,2,80,8,2,1,0,0,21.0,8.0,1.3,7.1
2026-06-21T23:46:50+00:00,33.9,15,8.6,0.0,56.0,83.0,70,22,80,8,2,1,0,0,223.0,118.0,1.7,7.1
2026-06-21T23:46:57+00:00,40.7,15,8.6,0.0,56.0,75.0,70,22,80,118,2,1,0,0,223.0,118.0,1.7,7.1
2026-06-21T23:47:04+00:00,47.4,15,8.6,0.0,56.0,73.0,70,22,80,118,2,1,0,0,222.0,198.0,2.0,7.1
2026-06-21T23:47:10+00:00,54.2,15,8.7,0.0,56.0,72.0,70,22,80,198,2,2,0,0,222.0,198.0,2.0,7.1
2026-06-21T23:47:17+00:00,60.9,15,8.6,0.0,55.0,72.0,70,23,80,198,2,2,0,0,230.0,551.0,2.2,7.2
2026-06-21T23:47:24+00:00,67.6,20,8.8,0.0,55.0,75.0,70,23,80,178,2,3,0,0,230.0,551.0,2.2,7.2
2026-06-21T23:47:30+00:00,74.3,20,10.5,0.0,55.0,73.0,70,26,80,178,2,3,0,0,259.0,258.0,2.3,7.3
2026-06-21T23:47:37+00:00,81.1,20,11.4,0.0,54.0,71.0,70,26,80,178,2,3,0,0,259.0,258.0,2.3,7.3
2026-06-21T23:47:44+00:00,87.8,20,10.9,0.0,54.0,74.0,70,26,80,181,2,3,0,0,300.0,285.0,2.3,7.3
2026-06-21T23:47:51+00:00,94.5,20,11.1,0.0,54.0,75.0,70,30,80,181,2,3,0,0,300.0,285.0,2.1,7.3
2026-06-21T23:47:57+00:00,101.3,20,11.6,0.0,54.0,74.0,70,30,80,112,2,3,0,0,300.0,285.0,2.1,7.3
2026-06-21T23:48:04+00:00,108.0,20,11.3,0.0,54.0,75.0,70,28,80,112,2,3,0,0,284.0,293.0,2.0,7.3
2026-06-21T23:48:11+00:00,114.6,20,10.9,0.0,54.0,76.0,70,28,80,116,2,3,0,0,284.0,293.0,2.0,7.3
2026-06-21T23:48:17+00:00,121.3,20,10.7,0.0,53.0,74.0,70,29,80,116,2,3,0,0,288.0,213.0,2.0,7.3
2026-06-21T23:48:24+00:00,128.1,25,12.2,0.0,53.0,77.0,70,29,80,187,2,1,0,0,288.0,187.0,2.0,7.3
2026-06-21T23:48:31+00:00,134.8,25,14.1,0.0,53.0,77.0,70,30,80,187,2,1,0,0,295.0,207.0,2.8,7.3
2026-06-21T23:48:38+00:00,141.6,25,14.0,0.0,53.0,78.0,70,30,80,187,2,1,0,0,295.0,207.0,2.8,7.3
2026-06-21T23:48:44+00:00,148.3,25,14.1,0.0,53.0,78.0,70,30,80,207,2,3,0,0,387.0,888.0,2.8,7.4
2026-06-21T23:48:51+00:00,155.1,25,13.8,0.0,53.0,79.0,70,39,80,207,2,3,0,0,387.0,888.0,2.8,7.4
2026-06-21T23:48:58+00:00,161.9,25,13.9,0.0,53.0,80.0,70,39,80,235,2,3,0,0,387.0,888.0,2.8,7.4
2026-06-21T23:49:05+00:00,168.5,25,14.1,0.0,53.0,79.0,70,38,80,235,2,3,0,0,382.0,320.0,2.2,7.4
2026-06-21T23:49:11+00:00,175.3,25,14.1,0.0,53.0,79.0,70,38,80,239,2,3,0,0,382.0,320.0,2.2,7.4
2026-06-21T23:49:18+00:00,182.1,25,14.3,0.0,53.0,81.0,70,37,80,239,2,3,0,0,369.0,331.0,2.0,7.4
2026-06-21T23:49:25+00:00,188.9,30,15.0,0.0,53.0,83.0,70,37,80,110,2,3,0,0,369.0,331.0,2.0,7.4
2026-06-21T23:49:32+00:00,195.6,30,16.3,0.0,53.0,86.0,70,42,80,110,2,3,0,0,423.0,340.0,2.8,7.5
2026-06-21T23:49:38+00:00,202.4,30,17.0,0.0,53.0,86.0,70,42,80,110,2,3,0,0,423.0,340.0,2.8,7.5
2026-06-21T23:49:45+00:00,209.1,30,17.7,0.0,53.0,87.0,70,45,80,113,2,5,0,0,454.0,945.0,2.7,7.6
