timestamp_iso,elapsed_s,locust_users,locust_rps,locust_failures_per_s,locust_p50_ms,locust_p95_ms,hpa_analyzer_target_cpu_pct,hpa_analyzer_current_cpu_pct,hpa_ui_target_cpu_pct,hpa_ui_current_cpu_pct,analyzer_replicas,ui_replicas,analyzer_pending_pods,ui_pending_pods,analyzer_pod_cpu_mcores_sum,ui_pod_cpu_mcores_sum,node_cpu_pct,node_memory_pct
2026-06-21T22:47:58+00:00,0.0,15,0,0,0,0,70,1,80,10,2,1,0,0,8.0,8.0,1.4,7.0
2026-06-21T22:48:05+00:00,6.7,8,0.0,0.0,85.0,270.0,70,1,80,8,2,1,0,0,8.0,8.0,1.4,7.0
2026-06-21T22:48:12+00:00,13.5,15,5.43,0.0,63.0,120.0,70,2,80,8,2,1,0,0,22.0,112.0,0.9,7.0
2026-06-21T22:48:19+00:00,20.3,15,8.6,0.0,56.0,120.0,70,2,80,112,2,1,0,0,22.0,112.0,0.9,7.0
2026-06-21T22:48:25+00:00,27.0,15,8.5,0.0,56.0,110.0,70,2,80,112,2,1,0,0,22.0,112.0,0.9,7.0
2026-06-21T22:48:32+00:00,33.8,15,8.6,0.0,57.0,110.0,70,22,80,112,2,1,0,0,219.0,486.0,2.6,7.2
2026-06-21T22:48:39+00:00,40.6,15,8.1,0.0,57.0,110.0,70,22,80,112,2,1,0,0,219.0,486.0,2.6,7.2
2026-06-21T22:48:46+00:00,47.4,15,9.0,0.0,56.0,100.0,70,25,80,162,2,2,0,0,247.0,847.0,2.2,7.2
2026-06-21T22:48:53+00:00,54.2,15,8.7,0.0,56.0,100.0,70,25,80,162,2,2,0,0,247.0,542.0,2.2,7.2
2026-06-21T22:48:59+00:00,61.0,15,8.0,0.0,56.0,100.0,70,24,80,162,2,2,0,1,244.0,487.0,2.1,7.2
2026-06-21T22:49:06+00:00,67.8,20,8.7,0.0,56.0,100.0,70,24,80,182,2,2,0,0,244.0,487.0,2.1,7.2
2026-06-21T22:49:13+00:00,74.6,20,10.4,0.0,56.0,100.0,70,23,80,182,2,2,0,0,234.0,635.0,2.6,7.2
2026-06-21T22:49:20+00:00,81.3,20,11.0,0.0,56.0,100.0,70,23,80,189,2,3,0,0,234.0,635.0,2.6,7.2
2026-06-21T22:49:26+00:00,88.1,20,11.3,0.0,56.0,100.0,70,23,80,189,2,3,0,0,301.0,256.0,2.6,7.2
2026-06-21T22:49:33+00:00,94.9,20,11.0,0.0,56.0,100.0,70,30,80,127,2,3,0,0,301.0,256.0,2.1,7.3
2026-06-21T22:49:40+00:00,101.7,20,11.5,0.0,56.0,100.0,70,30,80,127,2,3,0,0,301.0,256.0,2.1,7.3
2026-06-21T22:49:47+00:00,108.4,20,11.6,0.0,56.0,100.0,70,30,80,109,2,3,0,0,300.0,276.0,2.0,7.3
2026-06-21T22:49:54+00:00,115.2,20,11.2,0.0,56.0,110.0,70,30,80,109,2,3,0,0,300.0,276.0,2.0,7.3
2026-06-21T22:50:00+00:00,122.0,20,10.7,0.0,57.0,110.0,70,33,80,109,2,3,0,0,331.0,245.0,2.0,7.3
2026-06-21T22:50:07+00:00,128.7,25,12.1,0.0,57.0,120.0,70,33,80,81,2,3,0,0,331.0,245.0,2.0,7.3
2026-06-21T22:50:14+00:00,135.5,25,13.9,0.0,57.0,120.0,70,34,80,81,2,3,0,0,344.0,220.0,1.9,7.3
2026-06-21T22:50:21+00:00,142.2,25,14.0,0.0,57.0,130.0,70,34,80,73,2,3,0,0,344.0,220.0,1.9,7.3
2026-06-21T22:50:27+00:00,149.0,25,13.9,0.0,57.0,130.0,70,41,80,73,2,3,0,0,413.0,260.0,2.0,7.3
2026-06-21T22:50:34+00:00,155.8,25,13.7,0.0,57.0,140.0,70,41,80,86,2,3,0,0,413.0,260.0,2.0,7.3
2026-06-21T22:50:41+00:00,162.6,25,13.1,0.0,57.0,140.0,70,41,80,86,2,3,0,0,413.0,281.0,2.0,7.3
2026-06-21T22:50:48+00:00,169.4,25,13.5,0.0,57.0,160.0,70,39,80,93,2,3,0,0,386.0,281.0,2.1,7.3
2026-06-21T22:50:54+00:00,176.1,25,13.9,0.0,57.0,160.0,70,39,80,93,2,3,0,0,386.0,281.0,2.1,7.3
2026-06-21T22:51:01+00:00,182.9,25,14.0,0.0,57.0,150.0,70,42,80,88,2,4,0,0,421.0,647.0,2.6,7.4
2026-06-21T22:51:08+00:00,189.6,30,15.2,0.0,57.0,160.0,70,42,80,88,2,4,0,0,421.0,647.0,2.6,7.4
2026-06-21T22:51:15+00:00,196.4,30,16.5,0.0,58.0,160.0,70,43,80,88,2,4,0,0,434.0,262.0,2.1,7.4
2026-06-21T22:51:22+00:00,203.2,30,16.3,0.0,58.0,160.0,70,43,80,87,2,4,0,0,434.0,262.0,2.1,7.4
2026-06-21T22:51:28+00:00,209.9,30,16.0,0.0,58.0,160.0,70,54,80,87,2,4,0,0,537.0,306.0,2.5,7.4
2026-06-21T22:51:35+00:00,216.7,30,16.6,0.0,58.0,160.0,70,54,80,90,2,4,0,0,537.0,306.0,2.5,7.4
2026-06-21T22:51:42+00:00,223.4,30,17.0,0.0,58.0,160.0,70,54,80,90,2,4,0,0,496.0,338.0,2.3,7.4
2026-06-21T22:51:49+00:00,230.2,30,16.2,0.0,58.0,160.0,70,50,80,84,2,4,0,0,496.0,338.0,2.3,7.4
2026-06-21T22:51:55+00:00,237.0,30,16.4,0.0,58.0,160.0,70,50,80,84,2,4,0,0,496.0,338.0,2.3,7.4
2026-06-21T22:52:02+00:00,243.8,32,16.1,0.0,58.0,160.0,70,48,80,74,2,4,0,0,477.0,297.0,2.3,7.4
2026-06-21T22:52:09+00:00,250.6,35,17.7,0.0,58.0,160.0,70,48,80,74,2,4,0,0,477.0,297.0,2.3,7.4
2026-06-21T22:52:16+00:00,257.3,35,19.5,0.0,58.0,170.0,70,51,80,74,2,4,0,0,514.0,299.0,2.2,7.4
2026-06-21T22:52:22+00:00,264.0,35,18.9,0.0,58.0,160.0,70,51,80,74,2,4,0,0,514.0,299.0,2.2,7.4
2026-06-21T22:52:29+00:00,270.7,35,19.5,0.0,58.0,160.0,70,54,80,74,2,4,0,0,541.0,336.0,2.5,7.4
2026-06-21T22:52:36+00:00,277.4,35,18.9,0.0,59.0,160.0,70,54,80,84,2,4,0,0,541.0,336.0,2.5,7.4
2026-06-21T22:52:43+00:00,284.2,35,19.0,0.0,59.0,160.0,70,58,80,84,2,4,0,0,583.0,346.0,2.5,7.4
2026-06-21T22:52:49+00:00,290.9,35,19.0,0.0,59.0,160.0,70,58,80,86,2,4,0,0,583.0,346.0,2.5,7.4
2026-06-21T22:52:56+00:00,297.7,35,19.0,0.0,59.0,160.0,70,58,80,86,2,4,0,0,570.0,312.0,2.5,7.4
2026-06-21T22:53:03+00:00,304.5,37,19.4,0.0,59.0,160.0,70,57,80,78,2,4,0,0,570.0,312.0,2.5,7.4
2026-06-21T22:53:10+00:00,311.2,40,21.1,0.0,59.0,160.0,70,57,80,78,2,4,0,0,570.0,312.0,2.5,7.4
2026-06-21T22:53:17+00:00,318.0,40,22.1,0.0,59.0,160.0,70,59,80,84,2,4,0,0,587.0,299.0,2.8,7.4
2026-06-21T22:53:23+00:00,325.0,40,22.7,0.0,59.0,160.0,70,59,80,84,2,4,0,0,587.0,299.0,2.8,7.4
2026-06-21T22:53:30+00:00,331.8,40,22.8,0.0,59.0,160.0,70,63,80,84,2,4,0,3,634.0,355.0,3.1,7.1
2026-06-21T22:53:37+00:00,338.7,40,22.5,0.0,59.0,160.0,70,63,80,355,2,1,0,0,634.0,355.0,3.1,7.1
2026-06-21T22:53:44+00:00,345.6,40,22.1,0.0,59.0,160.0,70,68,80,355,2,1,0,0,675.0,1488.0,5.4,7.4
2026-06-21T22:53:51+00:00,352.4,40,22.3,0.0,60.0,160.0,70,68,80,324,2,4,0,0,675.0,1488.0,5.4,7.4
