timestamp_iso,elapsed_s,locust_users,locust_rps,locust_failures_per_s,locust_p50_ms,locust_p95_ms,hpa_analyzer_target_cpu_pct,hpa_analyzer_current_cpu_pct,hpa_ui_target_cpu_pct,hpa_ui_current_cpu_pct,analyzer_replicas,ui_replicas,analyzer_pending_pods,ui_pending_pods,analyzer_pod_cpu_mcores_sum,ui_pod_cpu_mcores_sum,node_cpu_pct,node_memory_pct
2026-06-22T16:18:00+00:00,0.0,25,0,0,0,0,70,1,80,7,2,1,0,0,8.0,6.0,1.1,7.5
2026-06-22T16:18:06+00:00,6.7,10,2.5,0.0,66.0,160.0,70,1,80,6,2,1,0,0,8.0,6.0,1.1,7.5
2026-06-22T16:18:13+00:00,13.5,24,6.22,0.0,58.0,160.0,70,1,80,6,2,1,0,0,8.0,6.0,1.1,7.5
2026-06-22T16:18:20+00:00,20.2,25,12.4,0.0,57.0,120.0,70,4,80,165,2,1,0,0,45.0,165.0,1.6,7.5
2026-06-22T16:18:27+00:00,26.9,25,13.7,0.0,56.0,110.0,70,4,80,165,2,1,0,0,45.0,165.0,1.6,7.5
2026-06-22T16:18:34+00:00,33.8,25,14.0,0.0,56.0,100.0,70,34,80,165,2,1,0,2,343.0,165.0,2.8,7.5
2026-06-22T16:18:40+00:00,40.5,25,13.9,0.0,56.0,98.0,70,34,80,165,2,1,0,0,343.0,165.0,2.8,7.5
2026-06-22T16:18:47+00:00,47.3,25,13.6,0.0,56.0,100.0,70,39,80,165,2,1,0,0,387.0,1001.0,4.2,7.7
2026-06-22T16:18:54+00:00,54.0,37,15.2,0.0,55.0,110.0,70,39,80,259,2,3,0,0,387.0,1001.0,4.2,7.7
2026-06-22T16:19:00+00:00,60.7,49,20.4,0.0,56.0,130.0,70,52,80,259,2,3,0,0,519.0,269.0,2.4,7.7
2026-06-22T16:19:07+00:00,67.4,50,26.3,0.0,56.0,150.0,70,52,80,269,2,3,0,0,519.0,269.0,2.4,7.7
2026-06-22T16:19:14+00:00,74.1,50,26.8,0.0,56.0,160.0,70,52,80,269,2,3,0,0,519.0,269.0,2.4,7.7
2026-06-22T16:19:21+00:00,80.9,50,27.1,0.0,55.0,160.0,70,76,80,432,2,4,0,0,758.0,873.0,3.6,7.8
2026-06-22T16:19:27+00:00,87.6,50,27.5,0.0,55.0,190.0,70,76,80,432,2,4,0,0,758.0,873.0,3.6,7.8
2026-06-22T16:19:34+00:00,94.4,54,26.9,0.0,55.0,200.0,70,80,80,193,2,5,1,0,796.0,1258.0,3.9,7.9
2026-06-22T16:19:41+00:00,101.2,68,31.1,0.0,56.0,240.0,70,80,80,193,2,5,0,0,796.0,1258.0,3.9,7.9
2026-06-22T16:19:48+00:00,108.0,75,36.1,0.0,56.0,280.0,70,200,80,193,2,5,0,0,2004.0,519.0,4.3,8.4
2026-06-22T16:19:55+00:00,114.7,75,38.8,0.0,56.0,310.0,70,200,80,143,2,5,0,0,2004.0,519.0,4.3,8.4
2026-06-22T16:20:01+00:00,121.5,75,39.1,0.0,57.0,350.0,70,124,80,143,2,5,0,0,1240.0,578.0,4.7,8.5
2026-06-22T16:20:08+00:00,128.3,75,39.9,0.0,57.0,370.0,70,124,80,115,2,5,0,0,1240.0,578.0,4.7,8.5
2026-06-22T16:20:15+00:00,135.0,75,40.4,0.0,57.0,370.0,70,83,80,115,2,5,0,0,2233.0,590.0,4.7,8.5
2026-06-22T16:20:21+00:00,141.6,85,41.6,0.0,57.0,390.0,70,149,80,118,3,5,0,0,2233.0,590.0,4.6,9.0
2026-06-22T16:20:28+00:00,148.4,97,44.6,0.0,58.0,420.0,70,149,80,118,3,5,0,0,2233.0,590.0,4.6,9.0
2026-06-22T16:20:35+00:00,155.2,100,50.4,0.0,58.0,430.0,70,150,80,130,3,5,0,0,2251.0,652.0,5.1,9.1
2026-06-22T16:20:42+00:00,162.0,100,49.1,0.0,59.0,460.0,70,150,80,130,3,5,0,0,2251.0,652.0,5.1,9.1
2026-06-22T16:20:49+00:00,168.8,100,51.0,0.0,60.0,470.0,70,83,80,130,4,5,0,0,1658.0,665.0,4.8,9.1
2026-06-22T16:20:55+00:00,175.7,100,50.9,0.0,61.0,520.0,70,83,80,133,4,5,0,0,1658.0,665.0,4.8,9.1
2026-06-22T16:21:02+00:00,182.3,100,51.5,0.0,61.0,520.0,70,79,80,133,4,5,0,0,1576.0,651.0,4.8,9.1
2026-06-22T16:21:09+00:00,189.2,114,51.1,0.0,63.0,540.0,70,79,80,130,4,5,0,0,1576.0,651.0,4.8,9.1
2026-06-22T16:21:16+00:00,195.9,125,57.1,0.0,65.0,550.0,70,83,80,130,4,5,0,0,1659.0,752.0,5.0,9.1
2026-06-22T16:21:23+00:00,202.7,125,62.1,0.0,68.0,570.0,70,83,80,150,4,5,0,0,1659.0,752.0,5.0,9.1
2026-06-22T16:21:29+00:00,209.5,125,62.8,0.0,71.0,580.0,70,83,80,150,4,5,0,0,2009.0,752.0,5.0,9.1
2026-06-22T16:21:36+00:00,216.3,125,62.3,0.0,74.0,590.0,70,100,80,150,4,5,0,0,2009.0,752.0,6.4,9.4
2026-06-22T16:21:43+00:00,223.0,125,61.9,0.0,78.0,590.0,70,100,80,150,4,5,0,0,2009.0,752.0,6.4,9.4
